strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rs90_100_rsi2_next_open_rsi2_gt_50,DJT,2024-05-21,48.1848,47.84,0.3448,2024-05-21,47.8352,same_day_stop_loss_red_candle,207,9974.26,-72.37,-0.007255,-1.0139,-17.3274,0.595,0,97.0,entry=rsi2_next_open; setup_rsi2=4.98; raw_entry=open:48.1800; slippage_bps=1.0; decision_date=2024-05-20 00:00:00; filter_close=48.3800; filter_ma50=43.3610; filter_avg_value_10=218.38; filter_adr20=10.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,IBRX,2024-05-21,6.9707,6.88,0.0907,2024-05-21,6.8793,same_day_stop_loss_red_candle,1434,9995.98,-131.05,-0.01311,-1.0076,-5.1898,0.8303,0,97.0,entry=rsi2_next_open; setup_rsi2=2.34; raw_entry=open:6.9700; slippage_bps=1.0; decision_date=2024-05-20 00:00:00; filter_close=7.0400; filter_ma50=6.3470; filter_avg_value_10=46.58; filter_adr20=15.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,JMIA,2024-05-23,5.7506,5.66,0.0906,2024-05-23,5.6594,same_day_stop_loss_red_candle,1738,9994.5,-158.4,-0.015849,-1.0062,-2.2145,1.4289,0,93.0,entry=rsi2_next_open; setup_rsi2=4.96; raw_entry=open:5.7500; slippage_bps=1.0; decision_date=2024-05-22 00:00:00; filter_close=5.7000; filter_ma50=5.3830; filter_avg_value_10=27.41; filter_adr20=9.64; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,IAG,2024-05-23,4.0304,3.91,0.1204,2024-05-23,3.9096,same_day_stop_loss_red_candle,2479,9991.37,-299.45,-0.029971,-1.0032,-1.4983,0.2458,0,92.0,entry=rsi2_next_open; setup_rsi2=4.59; raw_entry=open:4.0300; slippage_bps=1.0; decision_date=2024-05-22 00:00:00; filter_close=4.0100; filter_ma50=3.6524; filter_avg_value_10=49.50; filter_adr20=4.05; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,IBRX,2024-05-22,6.7807,6.5,0.2807,2024-05-24,6.4993,stop_loss,1474,9994.72,-414.68,-0.04149,-1.0023,-1.4988,1.4227,2,97.0,entry=rsi2_next_open; setup_rsi2=1.49; raw_entry=open:6.7800; slippage_bps=1.0; decision_date=2024-05-21 00:00:00; filter_close=6.8050; filter_ma50=6.3803; filter_avg_value_10=41.99; filter_adr20=14.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,DJT,2024-05-22,43.5143,42.21,1.3044,2024-05-24,45.8054,rsi2_gt_50,229,9964.79,524.66,0.052651,1.7565,-1.138,2.0897,2,95.0,entry=rsi2_next_open; setup_rsi2=1.49; raw_entry=open:43.5100; slippage_bps=1.0; decision_date=2024-05-21 00:00:00; filter_close=44.1900; filter_ma50=43.4630; filter_avg_value_10=220.86; filter_adr20=10.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,MOD,2024-05-23,98.8199,85.77,13.0499,2024-05-24,103.7396,rsi2_gt_50,101,9980.81,496.89,0.049785,0.377,-0.2391,0.4192,1,93.0,entry=rsi2_next_open; setup_rsi2=3.88; raw_entry=open:98.8100; slippage_bps=1.0; decision_date=2024-05-22 00:00:00; filter_close=96.7500; filter_ma50=95.3636; filter_avg_value_10=99.40; filter_adr20=5.39; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,WING,2024-05-23,377.4063,370.2279,7.1784,2024-05-24,380.1631,rsi2_gt_50,26,9812.56,71.68,0.007304,0.384,-0.5751,0.7901,1,90.0,entry=rsi2_next_open; setup_rsi2=4.90; raw_entry=open:377.3686; slippage_bps=1.0; decision_date=2024-05-22 00:00:00; filter_close=374.9026; filter_ma50=365.1281; filter_avg_value_10=130.91; filter_adr20=3.12; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,TME,2024-05-24,13.7353,13.6386,0.0967,2024-05-28,14.19,rsi2_gt_50,728,9999.31,331.01,0.033104,4.703,-0.2114,8.5623,2,95.0,entry=rsi2_next_open; setup_rsi2=4.44; raw_entry=open:13.7339; slippage_bps=1.0; decision_date=2024-05-23 00:00:00; filter_close=13.8197; filter_ma50=11.8426; filter_avg_value_10=130.25; filter_adr20=3.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,JMIA,2024-05-24,5.7306,5.55,0.1806,2024-05-28,6.2394,rsi2_gt_50,1745,9999.85,887.86,0.088787,2.8177,-0.0586,4.0395,2,94.0,entry=rsi2_next_open; setup_rsi2=4.44; raw_entry=open:5.7300; slippage_bps=1.0; decision_date=2024-05-23 00:00:00; filter_close=5.6600; filter_ma50=5.3560; filter_avg_value_10=25.72; filter_adr20=9.65; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,TWST,2024-05-24,41.9042,41.22,0.6842,2024-05-28,41.2159,stop_loss,238,9973.2,-163.82,-0.016426,-1.006,-1.0146,2.2009,2,94.0,entry=rsi2_next_open; setup_rsi2=2.26; raw_entry=open:41.9000; slippage_bps=1.0; decision_date=2024-05-23 00:00:00; filter_close=41.3600; filter_ma50=35.9376; filter_avg_value_10=44.25; filter_adr20=6.23; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,GGAL,2024-05-24,27.3806,27.0874,0.2932,2024-05-28,29.1092,rsi2_gt_50,365,9993.92,630.93,0.063131,5.8946,-1.6904,8.6363,2,94.0,entry=rsi2_next_open; setup_rsi2=2.53; raw_entry=open:27.3779; slippage_bps=1.0; decision_date=2024-05-23 00:00:00; filter_close=27.2810; filter_ma50=26.4373; filter_avg_value_10=28.56; filter_adr20=5.48; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,IAG,2024-05-24,3.9504,3.85,0.1004,2024-05-28,4.0896,rsi2_gt_50,2537,10022.15,353.14,0.035236,1.3865,-0.0039,2.1874,2,91.0,entry=rsi2_next_open; setup_rsi2=3.00; raw_entry=open:3.9500; slippage_bps=1.0; decision_date=2024-05-23 00:00:00; filter_close=3.8700; filter_ma50=3.6672; filter_avg_value_10=51.47; filter_adr20=4.03; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CVNA,2024-05-28,22.1522,21.714,0.4382,2024-05-28,21.7118,same_day_stop_loss_red_candle,452,10012.8,-199.05,-0.01988,-1.005,-3.4007,0.1136,0,98.0,entry=rsi2_next_open; setup_rsi2=4.56; raw_entry=open:22.1500; slippage_bps=1.0; decision_date=2024-05-24 00:00:00; filter_close=21.8300; filter_ma50=18.6353; filter_avg_value_10=368.62; filter_adr20=5.66; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,MOD,2024-05-24,96.9397,95.7,1.2397,2024-05-29,95.6904,stop_loss,103,9984.79,-128.67,-0.012887,-1.0077,-1.2823,6.8648,3,93.0,entry=rsi2_next_open; setup_rsi2=3.84; raw_entry=open:96.9300; slippage_bps=1.0; decision_date=2024-05-23 00:00:00; filter_close=96.7200; filter_ma50=95.6396; filter_avg_value_10=103.28; filter_adr20=5.32; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,EMBJ,2024-05-30,28.3703,27.9879,0.3824,2024-05-30,27.9851,same_day_stop_loss_red_candle,353,10014.72,-135.98,-0.013578,-1.0073,-1.2612,0.0187,0,92.0,entry=rsi2_next_open; setup_rsi2=2.24; raw_entry=open:28.3675; slippage_bps=1.0; decision_date=2024-05-29 00:00:00; filter_close=28.0878; filter_ma50=26.5070; filter_avg_value_10=49.43; filter_adr20=3.42; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,SE,2024-05-30,67.2367,66.95,0.2867,2024-05-30,66.9433,same_day_stop_loss_red_candle,148,9951.04,-43.43,-0.004364,-1.0233,-3.0228,0.9182,0,91.0,entry=rsi2_next_open; setup_rsi2=4.11; raw_entry=open:67.2300; slippage_bps=1.0; decision_date=2024-05-29 00:00:00; filter_close=68.0700; filter_ma50=61.3886; filter_avg_value_10=402.44; filter_adr20=3.62; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,PRCT,2024-05-30,64.6365,62.71,1.9265,2024-05-31,66.3934,rsi2_gt_50,154,9954.01,270.56,0.027181,0.912,-0.2733,1.1931,1,94.0,entry=rsi2_next_open; setup_rsi2=3.45; raw_entry=open:64.6300; slippage_bps=1.0; decision_date=2024-05-29 00:00:00; filter_close=64.1000; filter_ma50=55.9396; filter_avg_value_10=42.56; filter_adr20=5.43; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,KD,2024-05-31,26.6427,26.33,0.3127,2024-05-31,26.3274,same_day_stop_loss_red_candle,376,10017.64,-118.55,-0.011834,-1.0084,-2.1834,0.2473,0,93.0,entry=rsi2_next_open; setup_rsi2=1.58; raw_entry=open:26.6400; slippage_bps=1.0; decision_date=2024-05-30 00:00:00; filter_close=26.6400; filter_ma50=22.9040; filter_avg_value_10=46.22; filter_adr20=3.72; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,EMBJ,2024-05-31,28.0506,27.888,0.1626,2024-05-31,27.8852,same_day_stop_loss_red_candle,357,10014.08,-59.05,-0.005897,-1.0171,-6.1595,-0.0172,0,92.0,entry=rsi2_next_open; setup_rsi2=2.15; raw_entry=open:28.0478; slippage_bps=1.0; decision_date=2024-05-30 00:00:00; filter_close=28.0678; filter_ma50=26.5675; filter_avg_value_10=40.41; filter_adr20=3.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,SE,2024-05-31,66.8767,66.37,0.5067,2024-06-03,69.3431,rsi2_gt_50,149,9964.63,367.49,0.036879,4.8676,-2.2631,5.3155,1,90.0,entry=rsi2_next_open; setup_rsi2=2.58; raw_entry=open:66.8700; slippage_bps=1.0; decision_date=2024-05-30 00:00:00; filter_close=67.1500; filter_ma50=61.6118; filter_avg_value_10=380.41; filter_adr20=3.55; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CVNA,2024-06-03,20.6581,19.615,1.0431,2024-06-03,19.613,same_day_stop_loss_red_candle,484,9998.5,-505.79,-0.050587,-1.0019,-1.1005,0.1361,0,97.0,entry=rsi2_next_open; setup_rsi2=2.71; raw_entry=open:20.6560; slippage_bps=1.0; decision_date=2024-05-31 00:00:00; filter_close=19.9960; filter_ma50=18.9806; filter_avg_value_10=312.42; filter_adr20=5.30; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,ONTO,2024-06-03,220.4821,209.58,10.9021,2024-06-03,209.559,same_day_stop_loss_red_candle,45,9921.69,-491.54,-0.049541,-1.0019,-1.0908,-0.002,0,91.0,entry=rsi2_next_open; setup_rsi2=4.11; raw_entry=open:220.4600; slippage_bps=1.0; decision_date=2024-05-31 00:00:00; filter_close=216.7000; filter_ma50=199.0390; filter_avg_value_10=96.24; filter_adr20=3.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,KD,2024-06-03,26.8427,25.96,0.8827,2024-06-04,25.9574,stop_loss,372,9985.48,-329.32,-0.03298,-1.0029,-1.0113,0.0876,1,93.0,entry=rsi2_next_open; setup_rsi2=1.37; raw_entry=open:26.8400; slippage_bps=1.0; decision_date=2024-05-31 00:00:00; filter_close=26.6100; filter_ma50=22.9894; filter_avg_value_10=44.85; filter_adr20=3.70; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,EMBJ,2024-06-03,28.1605,27.049,1.1115,2024-06-04,28.5744,rsi2_gt_50,355,9996.99,146.91,0.014696,0.3723,-0.2452,0.8961,1,91.0,entry=rsi2_next_open; setup_rsi2=1.00; raw_entry=open:28.1577; slippage_bps=1.0; decision_date=2024-05-31 00:00:00; filter_close=27.7582; filter_ma50=26.6137; filter_avg_value_10=36.52; filter_adr20=3.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,ZETA,2024-06-04,15.9616,15.862,0.0996,2024-06-04,15.8604,same_day_stop_loss_red_candle,626,9991.96,-63.34,-0.006339,-1.0159,-4.4339,0.486,0,96.0,entry=rsi2_next_open; setup_rsi2=3.47; raw_entry=open:15.9600; slippage_bps=1.0; decision_date=2024-06-03 00:00:00; filter_close=15.9600; filter_ma50=13.6866; filter_avg_value_10=46.14; filter_adr20=3.69; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,VRT,2024-06-04,93.7227,92.4166,1.3061,2024-06-04,92.4074,same_day_stop_loss_red_candle,106,9934.61,-139.43,-0.014034,-1.0071,-3.6883,0.3441,0,96.0,entry=rsi2_next_open; setup_rsi2=3.88; raw_entry=open:93.7134; slippage_bps=1.0; decision_date=2024-06-03 00:00:00; filter_close=95.8679; filter_ma50=90.0849; filter_avg_value_10=872.77; filter_adr20=4.61; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,SMTC,2024-06-04,37.9438,37.71,0.2338,2024-06-04,37.7062,same_day_stop_loss_red_candle,263,9979.22,-62.48,-0.006261,-1.0161,-3.9941,0.6681,0,94.0,entry=rsi2_next_open; setup_rsi2=4.47; raw_entry=open:37.9400; slippage_bps=1.0; decision_date=2024-06-03 00:00:00; filter_close=38.1800; filter_ma50=35.2882; filter_avg_value_10=50.50; filter_adr20=4.25; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,KD,2024-06-04,26.3726,26.01,0.3626,2024-06-04,26.0074,same_day_stop_loss_red_candle,379,9995.23,-138.43,-0.013849,-1.0072,-1.1655,0.5167,0,93.0,entry=rsi2_next_open; setup_rsi2=0.74; raw_entry=open:26.3700; slippage_bps=1.0; decision_date=2024-06-03 00:00:00; filter_close=26.5100; filter_ma50=23.0728; filter_avg_value_10=45.13; filter_adr20=3.74; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,EME,2024-06-04,369.6205,364.7941,4.8264,2024-06-04,364.7576,same_day_stop_loss_red_candle,27,9979.75,-131.3,-0.013157,-1.0076,-2.2502,0.2688,0,90.0,entry=rsi2_next_open; setup_rsi2=3.87; raw_entry=open:369.5835; slippage_bps=1.0; decision_date=2024-06-03 00:00:00; filter_close=371.5053; filter_ma50=362.1613; filter_avg_value_10=343.29; filter_adr20=2.51; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,ONTO,2024-06-04,212.8013,208.59,4.2113,2024-06-04,208.5691,same_day_stop_loss_red_candle,46,9788.86,-194.68,-0.019888,-1.005,-1.5105,0.572,0,90.0,entry=rsi2_next_open; setup_rsi2=3.29; raw_entry=open:212.7800; slippage_bps=1.0; decision_date=2024-06-03 00:00:00; filter_close=215.5000; filter_ma50=199.6888; filter_avg_value_10=97.12; filter_adr20=3.98; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,OSCR,2024-05-31,19.882,18.56,1.322,2024-06-05,19.698,rsi2_gt_50,503,10000.64,-92.53,-0.009252,-0.1392,-0.9319,0.8457,3,97.0,entry=rsi2_next_open; setup_rsi2=3.28; raw_entry=open:19.8800; slippage_bps=1.0; decision_date=2024-05-30 00:00:00; filter_close=19.8500; filter_ma50=17.6132; filter_avg_value_10=61.11; filter_adr20=5.78; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CVNA,2024-06-04,19.762,19.5102,0.2518,2024-06-05,20.6059,rsi2_gt_50,506,9999.56,427.05,0.042706,3.352,-0.7069,5.0681,1,96.0,entry=rsi2_next_open; setup_rsi2=1.89; raw_entry=open:19.7600; slippage_bps=1.0; decision_date=2024-06-03 00:00:00; filter_close=19.7920; filter_ma50=19.0256; filter_avg_value_10=303.99; filter_adr20=5.27; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,OSCR,2024-06-05,19.0319,18.65,0.3819,2024-06-06,19.498,rsi2_gt_50,525,9991.75,244.73,0.024493,1.2206,-0.7382,2.2731,1,97.0,entry=rsi2_next_open; setup_rsi2=4.05; raw_entry=open:19.0300; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=18.9500; filter_ma50=17.9468; filter_avg_value_10=65.11; filter_adr20=5.59; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,ZETA,2024-06-05,15.9816,15.52,0.4616,2024-06-06,16.3784,rsi2_gt_50,626,10004.48,248.37,0.024826,0.8595,-0.3717,2.3146,1,96.0,entry=rsi2_next_open; setup_rsi2=1.78; raw_entry=open:15.9800; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=15.6500; filter_ma50=13.7786; filter_avg_value_10=46.33; filter_adr20=3.75; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,VRT,2024-06-05,93.3436,88.9055,4.4381,2024-06-06,88.8966,stop_loss,107,9987.77,-475.83,-0.047642,-1.002,-1.4428,1.0745,1,95.0,entry=rsi2_next_open; setup_rsi2=1.45; raw_entry=open:93.3343; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=91.8580; filter_ma50=90.2762; filter_avg_value_10=941.25; filter_adr20=4.76; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,HBM,2024-06-05,9.111,8.8107,0.3003,2024-06-06,9.3386,rsi2_gt_50,1099,10012.98,250.19,0.024987,0.7582,-0.1692,0.8942,1,94.0,entry=rsi2_next_open; setup_rsi2=2.48; raw_entry=open:9.1101; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=8.9804; filter_ma50=8.4134; filter_avg_value_10=56.03; filter_adr20=3.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,KD,2024-06-05,26.1926,25.95,0.2426,2024-06-06,26.5073,rsi2_gt_50,382,10005.58,120.23,0.012016,1.2972,-0.0932,2.8744,1,93.0,entry=rsi2_next_open; setup_rsi2=0.14; raw_entry=open:26.1900; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=26.0500; filter_ma50=23.1628; filter_avg_value_10=46.63; filter_adr20=3.77; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,PAAS,2024-06-05,19.8949,19.7362,0.1587,2024-06-06,21.1641,rsi2_gt_50,504,10027.05,639.68,0.063795,7.9973,-1.1851,8.381,1,90.0,entry=rsi2_next_open; setup_rsi2=3.58; raw_entry=open:19.8930; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=19.7950; filter_ma50=18.6591; filter_avg_value_10=97.25; filter_adr20=3.83; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,BZFD,2024-06-06,2.5303,2.52,0.0103,2024-06-06,2.5197,same_day_stop_loss_red_candle,3958,10014.74,-41.58,-0.004152,-1.0246,-1.0,14.6052,0,98.0,entry=rsi2_next_open; setup_rsi2=2.84; raw_entry=open:2.5300; slippage_bps=1.0; decision_date=2024-06-05 00:00:00; filter_close=2.5600; filter_ma50=1.9733; filter_avg_value_10=26.01; filter_adr20=15.88; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CLS,2024-06-05,53.8654,51.89,1.9754,2024-06-07,51.8848,stop_loss,185,9965.1,-366.41,-0.036769,-1.0026,-1.5062,1.3185,2,96.0,entry=rsi2_next_open; setup_rsi2=2.43; raw_entry=open:53.8600; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=52.7100; filter_ma50=48.3554; filter_avg_value_10=138.25; filter_adr20=4.00; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,TLN,2024-06-05,109.0109,106.11,2.9009,2024-06-07,111.6888,rsi2_gt_50,91,9919.99,243.69,0.024566,0.9231,-0.0658,1.7198,2,94.0,entry=rsi2_next_open; setup_rsi2=4.55; raw_entry=open:109.0000; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=108.7600; filter_ma50=101.0839; filter_avg_value_10=107.54; filter_adr20=4.29; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,CRS,2024-06-05,103.5256,102.9694,0.5562,2024-06-07,102.9591,stop_loss,96,9938.46,-54.38,-0.005472,-1.0185,-1.3926,6.7441,2,93.0,entry=rsi2_next_open; setup_rsi2=1.93; raw_entry=open:103.5153; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=103.6542; filter_ma50=90.7343; filter_avg_value_10=49.92; filter_adr20=3.01; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,SMTC,2024-06-05,37.9238,37.01,0.9138,2024-06-07,30.167,stop_loss,264,10011.88,-2047.8,-0.204537,-8.4886,-11.3853,9.7793,2,93.0,entry=rsi2_next_open; setup_rsi2=1.92; raw_entry=open:37.9200; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=37.3800; filter_ma50=35.5774; filter_avg_value_10=55.56; filter_adr20=4.28; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,JXN,2024-06-05,68.6452,67.4159,1.2292,2024-06-07,68.8997,rsi2_gt_50,146,10022.19,37.16,0.003708,0.2071,-0.9013,1.2012,2,93.0,entry=rsi2_next_open; setup_rsi2=4.30; raw_entry=open:68.6383; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=68.0225; filter_ma50=65.8381; filter_avg_value_10=35.12; filter_adr20=2.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,EME,2024-06-05,368.8836,358.76,10.1236,2024-06-07,374.3554,rsi2_gt_50,27,9959.86,147.74,0.014834,0.5405,-0.1551,1.272,2,91.0,entry=rsi2_next_open; setup_rsi2=2.73; raw_entry=open:368.8467; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=367.3133; filter_ma50=362.5826; filter_avg_value_10=362.28; filter_adr20=2.56; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,POWL,2024-06-05,52.4177,50.6195,1.7982,2024-06-10,56.5121,rsi2_gt_50,191,10011.79,782.03,0.078111,2.2769,-0.7388,2.6075,3,91.0,entry=rsi2_next_open; setup_rsi2=2.54; raw_entry=open:52.4125; slippage_bps=1.0; decision_date=2024-06-04 00:00:00; filter_close=51.9725; filter_ma50=51.0156; filter_avg_value_10=90.32; filter_adr20=7.35; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,PI,2024-06-11,147.8948,146.63,1.2648,2024-06-12,152.0748,rsi2_gt_50,67,9908.95,280.06,0.028263,3.3049,-2.2571,4.748,1,93.0,entry=rsi2_next_open; setup_rsi2=4.67; raw_entry=open:147.8800; slippage_bps=1.0; decision_date=2024-06-10 00:00:00; filter_close=148.4800; filter_ma50=148.0360; filter_avg_value_10=84.24; filter_adr20=3.99; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,FSM,2024-06-06,5.1105,4.82,0.2905,2024-06-13,4.8195,stop_loss,1959,10011.49,-570.06,-0.05694,-1.0017,-1.0688,0.8932,5,91.0,entry=rsi2_next_open; setup_rsi2=0.92; raw_entry=open:5.1100; slippage_bps=1.0; decision_date=2024-06-05 00:00:00; filter_close=5.0700; filter_ma50=4.9766; filter_avg_value_10=51.32; filter_adr20=4.31; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,EAT,2024-06-12,67.2367,66.58,0.6567,2024-06-17,66.5733,stop_loss,148,9951.04,-98.18,-0.009866,-1.0101,-2.9186,2.5936,3,96.0,entry=rsi2_next_open; setup_rsi2=4.65; raw_entry=open:67.2300; slippage_bps=1.0; decision_date=2024-06-11 00:00:00; filter_close=66.8600; filter_ma50=57.0448; filter_avg_value_10=108.30; filter_adr20=2.94; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,TNDM,2024-06-17,44.8645,44.28,0.5845,2024-06-17,44.2756,same_day_stop_loss_red_candle,222,9959.92,-130.74,-0.013127,-1.0076,-3.3953,0.1001,0,96.0,entry=rsi2_next_open; setup_rsi2=0.64; raw_entry=open:44.8600; slippage_bps=1.0; decision_date=2024-06-14 00:00:00; filter_close=45.3300; filter_ma50=42.4156; filter_avg_value_10=57.70; filter_adr20=4.63; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,WIX,2024-06-17,163.5163,163.46,0.0563,2024-06-17,163.4437,same_day_stop_loss_red_candle,61,9974.5,-4.43,-0.000445,-1.2901,-62.5868,-0.2902,0,95.0,entry=rsi2_next_open; setup_rsi2=4.76; raw_entry=open:163.5000; slippage_bps=1.0; decision_date=2024-06-14 00:00:00; filter_close=163.6100; filter_ma50=141.5180; filter_avg_value_10=135.25; filter_adr20=3.86; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,MRNA,2024-06-17,138.1738,138.17,0.0038,2024-06-17,138.1462,same_day_stop_loss_red_candle,72,9948.52,-1.99,-0.0002,-7.2307,-759.864,456.9361,0,93.0,entry=rsi2_next_open; setup_rsi2=1.24; raw_entry=open:138.1600; slippage_bps=1.0; decision_date=2024-06-14 00:00:00; filter_close=140.0300; filter_ma50=127.6776; filter_avg_value_10=515.77; filter_adr20=6.49; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,PRCT,2024-06-17,63.4463,62.1,1.3463,2024-06-17,62.0938,same_day_stop_loss_red_candle,157,9961.08,-212.35,-0.021318,-1.0046,-1.4382,0.3667,0,92.0,entry=rsi2_next_open; setup_rsi2=4.38; raw_entry=open:63.4400; slippage_bps=1.0; decision_date=2024-06-14 00:00:00; filter_close=63.1700; filter_ma50=60.4112; filter_avg_value_10=35.39; filter_adr20=3.36; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,AGIO,2024-06-18,42.8343,42.06,0.7743,2024-06-18,42.0558,same_day_stop_loss_red_candle,233,9980.39,-181.39,-0.018174,-1.0054,-1.4004,0.1624,0,96.0,entry=rsi2_next_open; setup_rsi2=2.94; raw_entry=open:42.8300; slippage_bps=1.0; decision_date=2024-06-17 00:00:00; filter_close=42.5900; filter_ma50=35.6402; filter_avg_value_10=44.11; filter_adr20=5.40; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,WIX,2024-06-18,160.216,159.99,0.226,2024-06-18,159.974,same_day_stop_loss_red_candle,62,9933.39,-15.0,-0.001511,-1.0708,-6.398,6.7872,0,94.0,entry=rsi2_next_open; setup_rsi2=2.19; raw_entry=open:160.2000; slippage_bps=1.0; decision_date=2024-06-17 00:00:00; filter_close=161.3300; filter_ma50=142.0386; filter_avg_value_10=124.87; filter_adr20=3.89; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,MRNA,2024-06-18,136.5937,135.27,1.3237,2024-06-18,135.2565,same_day_stop_loss_red_candle,73,9971.34,-97.61,-0.009789,-1.0102,-3.8331,0.511,0,91.0,entry=rsi2_next_open; setup_rsi2=0.77; raw_entry=open:136.5800; slippage_bps=1.0; decision_date=2024-06-17 00:00:00; filter_close=137.9000; filter_ma50=128.3780; filter_avg_value_10=489.39; filter_adr20=6.47; rs_bucket=rs90_100
rs90_100_rsi2_next_open_rsi2_gt_50,PRCT,2024-06-18,61.6962,61.51,0.1862,2024-06-20,61.5038,stop_loss,161,9933.08,-30.96,-0.003117,-1.033,-9.0572,3.7806,2,91.0,entry=rsi2_next_open; setup_rsi2=2.10; raw_entry=open:61.6900; slippage_bps=1.0; decision_date=2024-06-17 00:00:00; filter_close=62.0400; filter_ma50=60.7112; filter_avg_value_10=34.19; filter_adr20=3.46; rs_bucket=rs90_100
