strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
rsi2,SBSW,2025-08-01,8.1728,8.0659,0.1069,2025-08-01,8.0659,same_day_stop_loss_red_candle,1223,9995.35,-130.74,-0.01308,-1.0,-2.4545,0.2727,0,95.0,setup_rsi2=0.81; next_open_entry; avg_value_10=89.4532M; adr20=3.5830; close_gt_ma50=True
rsi2,FFAI,2025-08-01,2.215,2.072,0.143,2025-08-01,2.072,same_day_stop_loss_red_candle,4514,9998.51,-645.5,-0.06456,-1.0,-1.5035,0.0,0,90.0,setup_rsi2=4.45; next_open_entry; avg_value_10=97.1411M; adr20=17.4388; close_gt_ma50=True
rsi2,CAR,2025-08-04,165.25,159.65,5.6,2025-08-04,159.65,same_day_stop_loss_red_candle,60,9915.0,-336.0,-0.033888,-1.0,-1.2071,0.0714,0,92.0,setup_rsi2=0.65; next_open_entry; avg_value_10=283.4071M; adr20=4.8845; close_gt_ma50=True
rsi2,BTCS,2025-08-04,4.0052,3.9459,0.0593,2025-08-05,3.9459,stop_loss,2500,10013.0,-148.34,-0.014815,-1.0,-2.3333,3.8333,1,97.0,setup_rsi2=0.85; next_open_entry; avg_value_10=33.2792M; adr20=21.3571; close_gt_ma50=True
rsi2,SBSW,2025-08-04,8.2603,7.9104,0.3498,2025-08-05,8.2603,1_day_low_break,1213,10019.71,-0.0,-0.0,-0.0,-0.0556,1.3056,1,96.0,setup_rsi2=0.62; next_open_entry; avg_value_10=88.5017M; adr20=3.5583; close_gt_ma50=True
rsi2,AVAV,2025-08-04,265.72,251.34,14.38,2025-08-05,261.91,1_day_low_break,37,9831.64,-140.97,-0.014338,-0.265,-0.3693,0.7497,1,92.0,setup_rsi2=1.66; next_open_entry; avg_value_10=241.2960M; adr20=4.1410; close_gt_ma50=True
rsi2,CRSP,2025-08-04,56.3,53.7,2.6,2025-08-05,53.7,stop_loss,178,10021.4,-462.8,-0.046181,-1.0,-1.4615,1.3812,1,91.0,setup_rsi2=1.54; next_open_entry; avg_value_10=201.6620M; adr20=6.5902; close_gt_ma50=True
rsi2,QS,2025-08-04,8.37,8.1,0.27,2025-08-06,8.43,1_day_low_break,1200,10044.0,72.0,0.007169,0.2222,-0.9444,2.7407,2,95.0,setup_rsi2=0.85; next_open_entry; avg_value_10=658.3378M; adr20=12.6479; close_gt_ma50=True
rsi2,AEHR,2025-08-04,17.58,15.94,1.64,2025-08-06,18.01,1_day_low_break,571,10038.18,245.53,0.02446,0.2622,-0.0793,1.1768,2,95.0,setup_rsi2=4.10; next_open_entry; avg_value_10=40.2121M; adr20=9.3023; close_gt_ma50=True
rsi2,FFAI,2025-08-04,2.12,2.0,0.12,2025-08-06,2.27,1_day_low_break,4745,10059.4,711.75,0.070755,1.25,-0.25,3.1667,2,93.0,setup_rsi2=2.67; next_open_entry; avg_value_10=100.3354M; adr20=17.9616; close_gt_ma50=True
rsi2,SMXT,2025-08-05,1.6,0.87,0.73,2025-08-06,1.45,1_day_low_break,6300,10080.0,-945.0,-0.09375,-0.2055,-0.5137,1.2329,1,92.0,setup_rsi2=0.08; next_open_entry; avg_value_10=53.8021M; adr20=7.5748; close_gt_ma50=True
rsi2,TRON,2025-08-06,6.9,6.815,0.085,2025-08-06,6.815,same_day_stop_loss_red_candle,1458,10060.2,-123.93,-0.012319,-1.0,-5.4118,1.0118,0,99.0,setup_rsi2=3.20; next_open_entry; avg_value_10=35.1261M; adr20=18.1936; close_gt_ma50=True
rsi2,AMPX,2025-08-04,6.86,6.07,0.79,2025-08-07,7.8,1_day_low_break,1458,10001.88,1370.52,0.137026,1.1899,-0.1266,2.0633,3,99.0,setup_rsi2=1.33; next_open_entry; avg_value_10=61.0828M; adr20=9.9589; close_gt_ma50=True
rsi2,LEU,2025-08-04,212.0,192.94,19.06,2025-08-07,230.1,1_day_low_break,47,9964.0,850.7,0.085377,0.9496,-0.703,2.7754,3,98.0,setup_rsi2=4.13; next_open_entry; avg_value_10=246.8952M; adr20=7.7881; close_gt_ma50=True
rsi2,UUUU,2025-08-04,8.89,8.23,0.66,2025-08-07,9.38,1_day_low_break,1126,10010.14,551.74,0.055118,0.7424,-0.1364,1.9545,3,97.0,setup_rsi2=3.29; next_open_entry; avg_value_10=112.9534M; adr20=8.3979; close_gt_ma50=True
rsi2,UAVS,2025-08-04,1.98,1.8,0.18,2025-08-07,2.3,1_day_low_break,5065,10028.7,1620.8,0.161616,1.7778,-0.0556,3.8889,3,96.0,setup_rsi2=3.44; next_open_entry; avg_value_10=38.0108M; adr20=19.6508; close_gt_ma50=True
rsi2,IVZ,2025-08-04,20.2218,19.4005,0.8212,2025-08-07,20.3087,1_day_low_break,498,10070.44,43.3,0.0043,0.1059,-0.4588,0.4941,3,90.0,setup_rsi2=3.54; next_open_entry; avg_value_10=167.0683M; adr20=3.3261; close_gt_ma50=True
rsi2,EOSE,2025-08-01,5.47,5.41,0.06,2025-08-08,6.51,1_day_low_break,1827,9993.69,1900.08,0.190128,17.3334,-3.3333,24.0,5,90.0,setup_rsi2=3.00; next_open_entry; avg_value_10=93.8631M; adr20=8.9815; close_gt_ma50=True
rsi2,BBBY,2025-08-05,8.0,7.91,0.09,2025-08-08,7.91,stop_loss,1260,10080.0,-113.4,-0.01125,-1.0,-2.1111,8.6666,3,91.0,setup_rsi2=1.55; next_open_entry; avg_value_10=38.4046M; adr20=9.4903; close_gt_ma50=True
rsi2,TRON,2025-08-07,7.01,6.44,0.57,2025-08-08,6.765,1_day_low_break,1433,10045.33,-351.09,-0.03495,-0.4298,-0.7018,0.6316,1,99.0,setup_rsi2=2.65; next_open_entry; avg_value_10=33.7817M; adr20=17.8605; close_gt_ma50=True
rsi2,NEXT,2025-08-08,10.53,10.4,0.13,2025-08-08,10.4,same_day_stop_loss_red_candle,953,10035.09,-123.89,-0.012346,-1.0,-1.9231,1.7692,0,90.0,setup_rsi2=2.20; next_open_entry; avg_value_10=28.7289M; adr20=5.0510; close_gt_ma50=True
rsi2,CCJ,2025-08-04,73.3671,70.6824,2.6848,2025-08-11,76.3613,1_day_low_break,137,10051.3,410.2,0.040811,1.1152,-0.1896,1.9331,5,91.0,setup_rsi2=0.72; next_open_entry; avg_value_10=357.7844M; adr20=3.7535; close_gt_ma50=True
rsi2,ASTS,2025-08-12,51.235,45.46,5.775,2025-08-13,49.5,1_day_low_break,196,10042.06,-340.06,-0.033864,-0.3004,-0.7126,0.7385,1,94.0,setup_rsi2=3.18; next_open_entry; avg_value_10=479.8974M; adr20=7.0926; close_gt_ma50=True
rsi2,SBSW,2025-08-18,7.959,7.8327,0.1263,2025-08-18,7.8327,same_day_stop_loss_red_candle,1262,10044.28,-159.43,-0.015873,-1.0,-1.3846,0.0769,0,91.0,setup_rsi2=2.89; next_open_entry; avg_value_10=56.4086M; adr20=3.4580; close_gt_ma50=True
rsi2,AMPX,2025-08-18,7.04,6.94,0.1,2025-08-19,6.94,stop_loss,1426,10039.04,-142.6,-0.014205,-1.0,-3.6,2.7,1,98.0,setup_rsi2=4.74; next_open_entry; avg_value_10=73.4438M; adr20=10.1829; close_gt_ma50=True
rsi2,RBLX,2025-08-18,115.46,112.0,3.46,2025-08-20,115.725,1_day_low_break,86,9929.56,22.79,0.002295,0.0766,-0.9653,1.6879,2,92.0,setup_rsi2=2.04; next_open_entry; avg_value_10=1102.0978M; adr20=5.1466; close_gt_ma50=True
